,NUTS_ID,TEMPERATURE_MAX_2018-01,TEMPERATURE_MAX_2018-02,TEMPERATURE_MAX_2018-03,TEMPERATURE_MAX_2018-04,TEMPERATURE_MAX_2018-05,TEMPERATURE_MAX_2018-06,TEMPERATURE_MAX_2018-07,TEMPERATURE_MAX_2018-08,TEMPERATURE_MAX_2018-09,TEMPERATURE_MAX_2018-10,TEMPERATURE_MAX_2018-11,TEMPERATURE_MAX_2018-12,TEMPERATURE_MIN_2018-01,TEMPERATURE_MIN_2018-02,TEMPERATURE_MIN_2018-03,TEMPERATURE_MIN_2018-04,TEMPERATURE_MIN_2018-05,TEMPERATURE_MIN_2018-06,TEMPERATURE_MIN_2018-07,TEMPERATURE_MIN_2018-08,TEMPERATURE_MIN_2018-09,TEMPERATURE_MIN_2018-10,TEMPERATURE_MIN_2018-11,TEMPERATURE_MIN_2018-12,TEMPERATURE_AVG_2018-01,TEMPERATURE_AVG_2018-02,TEMPERATURE_AVG_2018-03,TEMPERATURE_AVG_2018-04,TEMPERATURE_AVG_2018-05,TEMPERATURE_AVG_2018-06,TEMPERATURE_AVG_2018-07,TEMPERATURE_AVG_2018-08,TEMPERATURE_AVG_2018-09,TEMPERATURE_AVG_2018-10,TEMPERATURE_AVG_2018-11,TEMPERATURE_AVG_2018-12,GRID_NO_2018-01,LATITUDE_2018-01,LONGITUDE_2018-01,ALTITUDE_2018-01,PRECIPITATION_2018-01,PRECIPITATION_2018-02,PRECIPITATION_2018-03,PRECIPITATION_2018-04,PRECIPITATION_2018-05,PRECIPITATION_2018-06,PRECIPITATION_2018-07,PRECIPITATION_2018-08,PRECIPITATION_2018-09,PRECIPITATION_2018-10,PRECIPITATION_2018-11,PRECIPITATION_2018-12,SNOWDEPTH_2018-01,SNOWDEPTH_2018-02,SNOWDEPTH_2018-03,SNOWDEPTH_2018-04,SNOWDEPTH_2018-05,SNOWDEPTH_2018-06,SNOWDEPTH_2018-07,SNOWDEPTH_2018-08,SNOWDEPTH_2018-09,SNOWDEPTH_2018-10,SNOWDEPTH_2018-11,SNOWDEPTH_2018-12,index_right_2018-01,LEVL_CODE_2018-01,MOUNT_TYPE_2018-01,URBN_TYPE_2018-01,COAST_TYPE_2018-01
231,FRL02,15.0,15.8,16.0,25.4,28.3,32.4,35.4,36.2,32.4,27.4,18.7,16.0,-16.0,-26.1,-15.9,-9.2,-3.7,0.9,2.4,-2.7,-1.4,-6.0,-13.2,-14.7,2.503225806451613,-2.1975,1.9248387096774195,8.649333333333335,11.188709677419356,15.065,18.29,17.496774193548386,15.196333333333332,10.380322580645162,5.272333333333333,2.2406451612903227,73797.1,44.609679,6.151689999999999,1240.7,4.40483870967742,1.6671428571428573,5.27741935483871,2.0476666666666663,4.169354838709677,2.3873333333333333,1.3661290322580646,3.439354838709677,0.8323333333333333,4.918064516129032,3.2826666666666666,2.984193548387097,30.326829268292684,26.166037735849056,33.324894514767934,35.839506172839506,0.4,0.0,0.0,0.0,0.0,4.2,3.56198347107438,6.021097046413503,1132.0,3.0,3.0,3.0,3.0
232,FRL03,19.7,15.4,19.6,26.9,27.9,31.3,35.4,35.0,32.7,27.2,22.0,21.7,-1.9,-11.4,-5.9,0.3,2.1,8.0,10.2,9.8,6.9,-0.2,-2.8,-3.0,8.066129032258065,3.795238095238096,6.936021505376344,12.706666666666663,15.181720430107529,19.0,22.09462365591398,22.497311827956988,19.515,15.153225806451612,9.782777777777778,7.782795698924731,70266.83333333333,43.85606833333333,7.1436166666666665,618.0,3.2338709677419355,1.9333333333333331,5.769354838709677,5.065555555555555,3.278494623655914,2.5211111111111117,1.293010752688172,1.9741935483870967,0.5577777777777778,10.037096774193548,4.872222222222222,1.4333333333333331,9.23076923076923,7.467391304347826,16.9,22.4,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.6923076923076923,1133.0,3.0,2.0,1.0,1.0
233,FRL04,20.3,17.3,20.6,28.1,29.3,34.0,37.7,38.5,33.4,27.5,22.6,20.6,-2.0,-6.3,-3.2,2.0,6.5,11.5,13.4,9.8,7.7,3.3,-1.3,-4.4,10.543108504398829,5.4620129870129865,10.412316715542522,15.431818181818182,17.92140762463343,22.226969696969697,25.80997067448681,25.18797653958944,21.805151515151515,16.90850439882698,12.779696969696973,8.866275659824048,69093.27272727272,43.52278818181818,5.052046363636364,80.36363636363636,2.8175953079178884,1.644155844155844,1.897067448680352,2.7963636363636364,2.689736070381232,0.889090909090909,0.515542521994135,2.094134897360704,0.4378787878787878,7.16950146627566,4.065757575757576,0.8642228739002932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.0,3.0,4.0,1.0,1.0
234,FRL05,20.8,17.0,22.2,28.5,28.6,33.3,36.9,37.3,34.9,28.2,21.9,21.7,-2.1,-5.7,-3.3,1.1,5.0,10.4,11.8,9.0,6.5,2.4,-1.6,-5.5,10.916935483870969,6.163095238095239,10.016129032258064,14.939166666666669,17.41021505376344,21.447222222222223,24.57365591397849,24.687365591397853,21.690277777777776,17.118279569892472,12.648333333333332,10.016129032258064,68097.16666666667,43.35476166666667,6.253239166666667,141.75,1.9806451612903224,2.199404761904762,3.876881720430108,3.110833333333334,2.95752688172043,2.0025,0.8973118279569893,2.0602150537634407,0.165,12.351344086021506,5.902777777777778,1.2166666666666668,0.7,1.0769230769230769,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,3.0,2.0,2.0,1.0
235,FRL06,20.5,17.8,21.4,28.7,29.3,34.1,38.6,39.7,33.9,29.0,23.0,19.1,-5.5,-11.5,-6.0,-1.9,3.3,5.5,6.1,5.8,3.4,-0.9,-6.6,-6.9,8.558602150537634,3.8529761904761903,8.493548387096775,14.149444444444445,16.594086021505376,20.696666666666665,24.422580645161293,23.535483870967745,20.19888888888889,15.14516129032258,10.456111111111111,6.82258064516129,71260.66666666667,43.99977,5.22541,279.5,3.567741935483871,0.7910714285714286,3.6591397849462366,3.250555555555556,4.311827956989247,1.836111111111111,0.4978494623655913,3.926344086021505,0.485,6.501612903225806,4.280555555555556,1.2419354838709675,0.3333333333333333,0.3033707865168539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.1235955056179775,1136.0,3.0,2.0,2.0,3.0
236,FRM01,21.6,17.1,22.1,26.5,30.3,31.3,35.8,37.6,33.0,27.3,23.1,20.4,-0.3,-4.5,-3.1,1.1,5.9,9.3,12.8,10.3,4.3,3.0,0.4,-2.8,11.573548387096777,7.803214285714286,10.77774193548387,14.918666666666669,16.983870967741936,20.72433333333333,24.21516129032258,24.877741935483872,21.940666666666665,18.120967741935484,13.922333333333333,11.156774193548388,61005.8,41.797934,8.971715000000001,199.9,1.5503225806451613,4.501071428571429,4.384193548387096,1.2463333333333333,3.57741935483871,2.0243333333333333,0.1635483870967742,0.7829032258064516,0.5876666666666667,3.7006451612903226,4.311,1.112258064516129,0.0,1.3709677419354838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,3.0,3.0,3.0,1.0
237,FRM02,22.1,17.1,21.3,26.4,29.8,33.3,35.5,36.0,31.0,28.8,22.3,22.7,-1.4,-7.4,-2.7,-1.2,3.0,8.5,11.1,9.6,6.8,3.8,0.6,-1.2,11.555299539170507,7.546938775510204,10.448617511520736,15.264285714285714,17.313594470046084,21.302142857142854,24.61405529953917,25.444470046082948,22.139761904761908,18.063594470046084,13.926428571428572,11.143087557603687,64107.0,42.47995642857144,9.266323571428572,199.2142857142857,0.559447004608295,4.8943877551020405,3.471889400921659,1.185952380952381,2.5440092165898616,1.815952380952381,0.2587557603686636,0.4050691244239631,0.9178571428571428,5.283870967741935,3.1585714285714284,1.6359447004608294,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,3.0,3.0,3.0,1.0
238,ITC11,8.0,9.0,10.3,19.6,21.7,27.5,29.6,27.8,28.1,23.2,15.6,11.9,-14.4,-24.5,-12.4,-2.0,-1.1,2.5,4.0,-1.1,0.2,-4.4,-11.6,-13.1,0.1053763440860214,-4.463095238095238,0.2483870967741935,7.153333333333332,9.770967741935484,14.318888888888887,16.683870967741935,16.141935483870967,13.71111111111111,9.26774193548387,3.74,0.3795698924731182,76100.33333333333,45.16081333333334,7.14055,1399.0,3.238709677419356,1.0404761904761906,3.4516129032258065,1.4644444444444449,4.827956989247312,1.663333333333333,1.3505376344086022,2.410752688172043,0.8044444444444445,5.393548387096774,2.15,0.8516129032258063,81.63095238095238,79.32142857142857,4.933333333333334,0.1379310344827586,0.4,0.0,0.0,0.0,0.0,6.714285714285714,1.5,13.476744186046512,1532.0,3.0,2.0,1.0,3.0
239,ITC16,18.5,11.7,17.3,27.7,27.1,31.7,32.5,32.7,29.1,28.3,15.0,20.3,-15.8,-25.9,-13.8,-3.1,-2.5,1.1,2.6,-2.5,-1.2,-5.8,-13.0,-14.5,1.0948387096774197,-2.912142857142857,1.2593548387096771,8.74,11.041935483870969,15.614666666666665,18.17225806451613,17.684516129032257,15.026,9.984516129032258,4.047333333333333,1.1909677419354838,72700.6,44.397146,7.261880000000001,1251.2,3.49741935483871,1.1142857142857143,3.4664516129032257,1.856666666666667,5.354193548387097,1.8826666666666665,1.4670967741935483,2.010967741935484,0.7906666666666666,5.738709677419354,2.606,0.6961290322580646,86.82300884955752,80.184,6.385245901639344,16.06578947368421,0.4,0.0,0.0,0.0,0.0,0.0,1.1842105263157894,12.217054263565892,1537.0,3.0,2.0,3.0,3.0
240,ITC20,7.5,3.7,4.8,16.4,17.5,21.6,23.9,23.0,20.9,15.8,11.1,10.1,-11.1,-23.5,-12.9,-4.6,-1.5,3.2,5.1,0.7,1.5,-4.3,-9.5,-14.0,-2.053225806451613,-7.478571428571429,-2.793548387096774,4.425,6.735483870967743,11.281666666666666,13.97258064516129,13.316129032258065,11.078333333333337,6.803225806451613,1.471666666666667,-1.5725806451612905,78600.0,45.720675,7.00393,1928.0,5.246774193548387,0.9625,3.020967741935484,0.6633333333333334,4.395161290322581,1.735,2.333870967741935,3.135483870967742,0.9316666666666666,4.558064516129033,1.465,2.325806451612903,160.1639344262295,185.875,183.51612903225808,157.07142857142858,85.0,0.0,0.0,0.0,0.0,7.0,4.222222222222222,8.583333333333334,1540.0,3.0,3.0,2.0,3.0
241,ITC31,18.9,15.1,18.1,25.0,26.5,30.4,33.3,33.3,29.6,26.2,21.1,18.6,-4.4,-13.0,-8.3,-0.4,3.6,6.7,10.7,6.1,5.1,0.6,-5.2,-7.5,6.887096774193548,3.289285714285714,6.466129032258064,12.758333333333333,15.417741935483871,19.375,22.31290322580645,22.330645161290324,19.365,14.661290322580646,9.268333333333334,6.317741935483871,70602.0,43.957785,7.713955,570.5,2.088709677419355,1.4982142857142855,4.716129032258064,2.615,1.7870967741935484,1.3066666666666669,1.0822580645161293,1.2887096774193547,0.5833333333333334,4.504838709677419,3.771666666666667,1.4629032258064516,19.6,7.645161290322581,5.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1875,1541.0,3.0,3.0,1.0,1.0
242,AT311,13.8,6.1,16.8,27.9,31.4,31.8,34.2,35.3,29.5,25.0,20.2,14.1,-4.8,-14.8,-12.7,1.1,7.4,7.5,8.3,6.0,1.0,-1.0,-5.9,-7.5,3.8225806451612905,-1.2571428571428571,3.538709677419355,14.311111111111112,17.695698924731182,19.288888888888888,20.54408602150537,21.78279569892473,16.466666666666665,11.994623655913978,5.587777777777777,2.696774193548387,90119.0,48.30303333333333,13.256106666666666,389.3333333333333,3.3698924731182798,0.7559523809523809,1.2731182795698923,0.8455555555555555,1.0935483870967742,3.6122222222222224,2.517204301075269,2.7548387096774194,2.663333333333333,1.3978494623655917,1.3044444444444443,3.410752688172043,0.9777777777777776,6.8625,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205882352941176,1.158904109589041,737.0,3.0,4.0,3.0,3.0
243,AT313,11.2,5.5,14.3,26.5,28.9,29.2,32.3,33.2,27.7,22.7,18.5,11.6,-4.8,-15.4,-15.0,1.8,7.9,7.9,7.7,5.1,-0.2,-0.4,-8.0,-7.1,2.583870967741935,-2.407142857142857,2.0,13.36,16.596774193548388,18.173333333333336,19.458064516129035,20.716129032258067,15.186666666666667,10.94516129032258,4.723333333333333,1.564516129032258,91121.0,48.50606,13.9455,514.0,3.603225806451613,0.6607142857142857,1.1612903225806452,0.51,1.9387096774193548,3.333333333333333,2.196774193548387,2.3451612903225807,2.4466666666666668,1.1129032258064515,0.9033333333333334,5.090322580645162,1.25,4.148148148148148,1.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.2076923076923077,739.0,3.0,3.0,3.0,3.0
244,AT322,11.9,4.8,14.0,25.9,27.9,29.2,30.9,30.8,26.6,23.1,18.7,9.8,-10.0,-21.1,-16.7,-3.0,1.7,6.1,7.3,0.4,-2.4,-4.0,-8.5,-15.4,-0.717741935483871,-4.7,1.9193548387096773,11.093333333333334,13.866129032258064,15.731666666666666,17.379032258064516,17.988709677419354,13.918333333333331,9.675806451612903,4.171666666666667,-1.0790322580645162,86118.5,47.40907,13.03297,974.5,4.003225806451613,1.4375,1.3306451612903225,0.7666666666666667,2.925806451612903,4.583333333333333,3.611290322580645,6.006451612903225,2.655,4.751612903225807,0.1383333333333333,3.564516129032258,32.56666666666667,59.767857142857146,33.6530612244898,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,2.0971428571428574,7.892156862745098,743.0,3.0,3.0,3.0,3.0
245,AT323,9.9,3.8,14.9,26.9,28.2,29.5,31.7,32.7,27.4,23.2,19.0,9.1,-6.0,-17.0,-13.7,-0.1,6.6,7.7,8.9,5.1,0.4,1.3,-5.8,-10.1,0.8258064516129032,-3.1357142857142857,2.661290322580645,13.503333333333334,15.774193548387096,17.46333333333333,19.135483870967743,20.251612903225805,15.436666666666667,11.303225806451612,4.793333333333334,0.4419354838709677,87119.0,47.62923,13.2123,702.0,5.867741935483871,0.9107142857142856,1.7645161290322582,1.596666666666667,2.6225806451612903,4.89,4.093548387096774,5.02258064516129,3.12,4.090322580645161,0.6166666666666667,10.416129032258064,30.38,55.5,27.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384615384615385,3.6,744.0,3.0,3.0,2.0,3.0
246,AT331,10.7,5.7,12.9,23.4,26.1,26.3,28.8,29.1,25.9,21.0,17.5,9.5,-12.8,-24.0,-16.4,-9.5,0.6,1.8,3.3,1.5,-2.4,-4.0,-10.6,-17.7,-0.1860215053763441,-5.882142857142857,0.2043010752688171,8.814444444444444,11.713978494623657,13.771111111111113,15.89247311827957,16.316129032258065,12.70111111111111,8.613978494623655,3.6233333333333335,-1.2279569892473117,85777.66666666667,47.374676666666666,10.54959,1272.3333333333333,6.87741935483871,1.3202380952380952,1.0150537634408603,0.7922222222222222,2.061290322580645,3.022222222222222,2.3731182795698924,4.621505376344087,1.8877777777777776,2.172043010752688,0.1522222222222222,5.70752688172043,83.10714285714286,92.72619047619048,60.73863636363637,25.166666666666668,0.0,0.0,0.0,0.0,0.0,1.877777777777777,1.7857142857142858,20.8,745.0,3.0,3.0,3.0,3.0
247,AT335,14.3,5.4,16.4,27.2,28.8,29.5,31.9,32.1,28.0,24.0,21.1,10.0,-13.1,-24.3,-14.1,-5.9,2.3,2.3,6.6,1.2,-2.5,-4.3,-7.4,-15.6,0.2483870967741935,-4.260714285714285,1.761290322580645,11.09,13.996774193548386,15.826666666666666,17.501612903225805,18.26935483870968,14.256666666666666,10.067741935483872,4.421666666666667,-0.25,86615.0,47.54723,11.879435,922.0,6.883870967741935,1.3696428571428572,1.5,0.9583333333333334,3.3629032258064515,3.9583333333333335,3.2161290322580647,5.780645161290322,3.205,2.193548387096774,0.3233333333333333,7.146774193548388,48.38620689655173,50.25714285714286,41.96521739130435,2.822222222222222,0.0,0.0,0.0,0.0,0.0,0.175,0.7999999999999999,11.826530612244898,749.0,3.0,3.0,3.0,3.0
248,AT342,11.6,4.2,15.4,25.4,27.1,28.7,31.8,32.2,27.0,23.9,18.2,11.6,-4.8,-15.7,-9.0,-1.9,5.8,6.9,9.3,7.1,1.1,-1.0,-4.7,-10.3,3.7161290322580647,-2.4,3.5580645161290323,12.406666666666666,14.625806451612902,17.459999999999997,19.751612903225805,19.87741935483871,15.633333333333333,11.32258064516129,5.33,2.1548387096774198,86109.0,47.4506,9.88902,666.0,6.403225806451613,3.4,4.032258064516129,1.7,4.751612903225807,3.893333333333333,2.174193548387097,7.206451612903226,4.343333333333334,1.6548387096774193,0.5833333333333334,6.67741935483871,0.7142857142857143,1.907142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1428571428571428,0.55,751.0,3.0,3.0,1.0,3.0
249,BE335,13.2,8.1,15.2,27.5,28.1,29.1,35.6,35.6,30.2,26.5,17.9,14.1,-0.2,-11.1,-8.3,0.8,3.1,6.0,9.5,6.6,2.2,1.2,-2.3,-3.5,5.17741935483871,-0.3999999999999999,4.769354838709678,12.73,15.669354838709678,17.165000000000003,21.05161290322581,19.311290322580643,15.488333333333332,12.174193548387096,6.928333333333333,5.122580645161291,100598.0,50.64215,5.989995,241.5,2.677419354838709,0.7214285714285714,2.0870967741935487,3.08,2.841935483870968,1.1366666666666667,0.2838709677419355,1.6516129032258065,1.65,1.5774193548387097,0.7133333333333333,3.9741935483870967,0.0,0.6372549019607843,0.4777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,786.0,3.0,2.0,2.0,3.0
250,BE336,10.2,5.1,11.7,25.4,26.4,27.3,32.7,33.7,27.3,23.5,17.3,11.2,-1.6,-14.6,-10.5,-1.1,0.8,5.4,8.9,4.0,0.9,0.6,-2.8,-5.2,3.524193548387097,-2.392857142857143,2.9516129032258065,11.531666666666666,14.264516129032256,16.015,19.50483870967742,17.998387096774195,14.135,10.738709677419354,5.6066666666666665,3.06774193548387,99098.5,50.31143,6.193835,480.5,3.990322580645161,1.0464285714285717,2.767741935483871,2.1866666666666665,3.806451612903226,2.06,0.3645161290322581,1.870967741935484,2.6633333333333336,0.967741935483871,0.99,5.216129032258064,0.7333333333333333,2.036363636363636,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,787.0,3.0,4.0,3.0,3.0
251,CH032,15.1,7.9,14.1,27.4,27.6,30.5,34.5,35.0,30.2,23.3,14.0,14.2,-3.5,-12.2,-9.9,-2.4,6.9,7.5,9.8,8.9,2.5,-1.2,-2.0,-4.6,5.608064516129032,0.3875,5.041935483870968,13.658333333333331,16.20806451612903,19.40833333333333,21.87258064516129,21.93064516129032,17.808333333333334,12.088709677419354,6.338333333333334,4.659677419354838,86102.5,47.42774,7.734710000000001,387.5,5.422580645161291,1.0571428571428572,1.6693548387096775,0.4716666666666667,4.033870967741936,2.393333333333333,2.2790322580645164,1.9548387096774196,1.5566666666666664,1.220967741935484,0.8783333333333334,4.388709677419355,2.0,1.2435897435897436,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0303030303030303,833.0,3.0,3.0,1.0,0.0
252,CH052,12.6,7.1,14.9,26.8,27.7,30.4,35.2,35.0,29.7,23.6,14.5,12.4,-3.7,-12.6,-8.9,-1.9,7.4,7.9,9.2,6.4,2.4,-0.9,-3.7,-5.3,4.745161290322581,-0.875,4.216129032258064,13.073333333333332,16.051612903225806,18.953333333333333,21.18387096774193,21.51935483870968,16.7,11.458064516129031,5.326666666666667,3.3870967741935485,87105.0,47.66689,8.55615,447.0,6.483870967741935,1.6178571428571429,1.7483870967741937,0.7166666666666667,4.435483870967742,1.25,1.841935483870968,3.416129032258065,1.82,1.6870967741935483,0.6966666666666667,3.832258064516129,0.0,0.4444444444444444,1.0416666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,3.0,3.0,2.0,0.0
253,CH055,16.2,5.8,17.9,26.6,29.0,28.6,32.7,31.9,27.3,24.0,22.0,15.5,-4.0,-11.4,-7.1,-0.8,7.1,9.6,10.2,9.3,3.2,1.0,-3.5,-6.0,5.003225806451613,-0.2999999999999999,4.606451612903225,12.84,16.02258064516129,18.586666666666662,20.73548387096774,20.929032258064517,16.54,11.841935483870966,5.753333333333333,4.096774193548387,86108.0,47.42132,9.55533,403.0,2.896774193548387,2.2285714285714286,1.7967741935483872,0.6033333333333333,1.6258064516129032,3.4433333333333334,1.3451612903225807,5.851612903225806,3.103333333333333,1.564516129032258,0.5,2.8451612903225807,0.0,0.38,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,558.0,3.0,3.0,2.0,0.0
254,CZ031,9.9,4.2,13.5,26.1,27.1,27.7,31.7,31.9,27.2,21.9,17.7,9.3,-7.7,-17.2,-16.4,-1.3,5.0,5.4,5.1,3.0,-2.3,-1.8,-10.3,-8.4,0.9338709677419356,-4.433928571428572,0.2193548387096773,11.806666666666668,14.65483870967742,16.076666666666668,17.86935483870968,19.070967741935487,13.763333333333332,9.606451612903228,3.445,0.0919354838709677,92620.5,48.848655,13.8018,777.5,3.958064516129032,0.9232142857142858,1.3935483870967742,0.6483333333333333,3.2806451612903227,3.941666666666667,2.3225806451612905,2.246774193548388,2.911666666666667,1.5629032258064517,1.605,5.72258064516129,33.21568627450981,29.607142857142858,24.170212765957448,10.75,0.0,0.0,0.0,0.0,0.0,2.4,3.40625,14.266071428571427,571.0,3.0,4.0,3.0,3.0
255,CZ032,9.5,4.5,16.7,26.7,29.1,28.5,34.0,33.8,28.0,23.9,16.2,11.3,-6.9,-15.4,-14.0,-2.0,2.7,6.3,4.7,3.0,-2.3,-3.1,-8.7,-7.5,2.365322580645161,-2.90625,1.4209677419354838,12.286666666666669,16.074193548387097,17.2475,19.179032258064517,20.11935483870968,14.6075,10.050806451612903,4.032500000000001,1.6887096774193548,95617.75,49.5503575,12.9045475,503.75,2.3153225806451614,0.3446428571428571,1.1653225806451613,0.8266666666666667,1.7419354838709675,2.1133333333333333,1.646774193548387,0.9411290322580644,1.8058333333333327,0.8798387096774193,0.5058333333333334,3.3161290322580643,3.323170731707317,1.51875,0.8738636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384615384615384,0.982,572.0,3.0,4.0,3.0,3.0
256,CZ041,8.5,5.6,16.6,27.1,28.5,28.6,35.2,34.0,28.8,23.5,13.3,11.4,-9.5,-16.7,-15.2,-3.7,0.9,4.6,2.9,3.7,-3.0,-3.6,-9.9,-5.7,2.275268817204301,-3.4083333333333337,1.0268817204301075,12.05888888888889,15.431182795698923,16.736666666666665,19.296774193548387,20.074193548387097,14.697777777777777,9.821505376344083,3.858888888888889,1.7559139784946238,98783.66666666669,50.26799,12.686993333333334,521.6666666666666,1.8935483870967744,0.2476190476190476,1.3419354838709676,1.1155555555555556,1.7526881720430108,1.5466666666666666,0.7709677419354839,0.8064516129032258,1.5722222222222222,0.9043010752688172,0.4833333333333333,2.724731182795699,2.9016129032258067,1.069047619047619,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428571428571,0.375,1.4808219178082191,573.0,3.0,3.0,2.0,3.0
257,CZ042,10.6,7.5,14.6,26.6,29.8,29.4,35.1,34.7,30.2,23.9,15.2,12.0,-7.5,-15.7,-15.0,-2.3,3.9,7.8,5.8,6.1,0.0,0.8,-8.3,-5.7,2.668817204301075,-2.242857142857143,1.3634408602150538,13.404444444444444,16.672043010752688,18.25777777777778,20.66021505376344,21.504301075268817,15.956666666666663,11.126881720430108,4.84,2.2118279569892474,101120.66666666669,50.75358,14.01652,355.3333333333333,1.764516129032258,0.1738095238095238,1.1741935483870969,1.1522222222222225,1.4408602150537635,1.1544444444444446,0.5913978494623656,0.9494623655913978,1.227777777777778,0.6978494623655914,0.4722222222222222,1.8655913978494625,2.55,0.3939024390243902,1.9316666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.2789473684210526,0.6205479452054794,574.0,3.0,4.0,2.0,3.0
258,CZ051,10.4,6.7,15.7,25.6,29.1,29.6,33.7,34.4,29.3,23.3,16.6,9.4,-6.1,-15.3,-15.0,-0.8,4.3,6.7,5.4,5.5,-0.9,-0.2,-7.6,-5.3,2.370967741935484,-2.757142857142857,0.8258064516129032,13.13,15.832258064516129,17.720000000000002,19.38387096774193,20.848387096774196,15.203333333333337,11.116129032258064,4.883333333333334,1.8870967741935485,101123.0,50.7228,14.83995,342.0,2.774193548387097,0.1428571428571428,1.780645161290323,1.1933333333333331,1.9838709677419355,2.3,0.8580645161290323,0.8741935483870967,1.22,1.2870967741935484,0.43,4.070967741935484,5.909090909090909,0.1925925925925926,2.0565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285714285714286,4.611538461538462,575.0,3.0,3.0,2.0,3.0
259,DE111,13.2,8.7,15.3,27.8,30.2,30.2,35.2,34.9,31.1,26.4,17.4,14.7,-1.7,-12.6,-8.8,1.5,5.9,9.0,12.7,8.3,2.7,1.8,-2.2,-3.3,6.003225806451613,-0.1571428571428571,5.283870967741936,14.83,17.20967741935484,19.773333333333333,22.23225806451613,22.38064516129032,17.63,12.887096774193548,6.96,4.780645161290322,92107.0,48.79826,9.20397,303.0,2.990322580645161,0.6071428571428571,0.7258064516129032,0.8633333333333333,1.335483870967742,3.283333333333333,1.6580645161290322,1.0161290322580645,1.2566666666666666,0.5935483870967742,0.5066666666666666,2.306451612903226,0.0,0.3615384615384615,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,583.0,3.0,4.0,1.0,3.0
260,DE112,14.3,7.1,14.7,26.6,28.8,29.2,35.2,34.0,30.5,25.5,17.3,14.1,-4.1,-13.9,-9.9,-2.1,4.6,5.7,10.4,4.5,1.0,-1.6,-4.5,-5.3,4.756451612903225,-1.1803571428571429,3.9064516129032256,13.101666666666668,15.970967741935484,18.35666666666667,20.575806451612905,21.00967741935484,16.186666666666667,11.290322580645162,5.53,3.611290322580645,91606.0,48.68288,8.866375000000001,441.5,2.7419354838709675,0.5607142857142857,0.6032258064516128,0.49,2.07741935483871,3.2,0.8161290322580645,1.4161290322580644,1.25,0.8741935483870968,0.4433333333333333,2.1451612903225805,0.0,0.6666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,584.0,3.0,4.0,1.0,3.0
261,DE113,11.4,7.0,14.4,26.7,28.4,29.3,35.0,33.8,30.0,25.0,16.3,13.1,-3.4,-14.9,-10.5,-0.9,5.0,5.7,10.6,5.3,1.3,-1.2,-3.1,-5.3,4.835483870967742,-1.442857142857143,3.8,13.303333333333336,16.093548387096774,18.316666666666663,20.416129032258063,20.932258064516127,16.21,11.296774193548387,5.48,3.561290322580645,91108.0,48.57528,9.54619,415.0,2.7419354838709675,0.5607142857142857,0.6032258064516128,0.49,2.07741935483871,3.2,0.8161290322580645,1.4161290322580644,1.25,0.8741935483870968,0.4433333333333333,2.1451612903225805,0.0,0.6666666666666666,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,585.0,3.0,4.0,1.0,3.0
